  Bin Id                                         Marker lineage          # genome # markers  # marker s   Complete   ContaminStrain hete  Genome si  # ambiguo   # scaffo  # contigs N50 (scaff N50 (conti Mean scaff Mean conti Longest sc  Longest c   GC      GC std (sca Coding den Translatio  # predict  0     1  
  CTOTU3784_raw                              k__Bacteria (UID1452)            924        161        108      79.26       1.54      33.33      46767          0          1          1      46767      46767      46767      46767      46767      46767      59.16          0    1029.28         11        412  25   133 
  CTOTU41205_circ                            k__Bacteria (UID1452)            924        161        108      68.74          0          0      28150          0          1          1      28150      28150      28150      28150      28150      28150      51.95          0    2245.66         11        702  42   119 
  CTOTU41205_raw                             k__Bacteria (UID1453)            901        171        117      65.81          0          0      15271          0          1          1      15271      15271      15271      15271      15271      15271      53.27          0    3376.92         11        583  45   126 
  CTOTU41390_circ                            k__Bacteria (UID1452)            924        151        101      86.86          0          0    1010856          0          1          1    1010856    1010856    1010856    1010856    1010856    1010856      52.57          0      86.36         11       1007  42   109 
  CTOTU41390_raw                              k__Bacteria (UID203)           5449        104         58      84.33          0          0       2886          0          1          1       2886       2886       2886       2886       2886       2886      50.97          0   13702.84         11        422  13    91 
  CTOTU41805_circ                            k__Bacteria (UID1453)            901        171        117      63.25       0.17          0      39711          0          1          1      39711      39711      39711      39711      39711      39711      45.95          0    1257.11         11        549  49   121 
  CTOTU41805_raw                              k__Bacteria (UID203)           5449        104         58      80.89          0          0      37472          0          1          1      37472      37472      37472      37472      37472      37472      44.87          0     751.03         11        304  16    88 
  CTOTU45985_circ                            k__Bacteria (UID1453)            901        171        117      60.09       1.71          0     965270          0          1          1     965270     965270     965270     965270     965270     965270      46.84          0      87.44         11       1010  54   115 
  CTOTU45985_raw                             k__Bacteria (UID2495)           2993        143         89      75.59       2.25          0      31542          0          1          1      31542      31542      31542      31542      31542      31542       47.5          0    1672.13         11        595  26   115 
  CTOTU46018_circ                            k__Bacteria (UID1452)            924        151        101      78.65       1.98          0     437213          0          1          1     437213     437213     437213     437213     437213     437213      46.85          0     109.57         11        496  42   107 
  CTOTU46018_raw                              k__Bacteria (UID203)           5449        104         58      76.67       1.72          0      31575          0          1          1      31575      31575      31575      31575      31575      31575      47.49          0    1212.67         11        403  16    87 
  CTOTU46047_circ                            k__Bacteria (UID1452)            924        151        101      83.66       1.98          0     264117          0          1          1     264117     264117     264117     264117     264117     264117       47.1          0     243.46         11        714  43   106 
  CTOTU46047_raw                              k__Bacteria (UID203)           5449        104         58      77.01       1.72          0      13253          0          1          1      13253      13253      13253      13253      13253      13253      47.36          0    2810.86         11        403  15    88 
  CTOTU46085_circ                            k__Bacteria (UID1452)            924        161        108      86.98       0.93          0     585600          0          1          1     585600     585600     585600     585600     585600     585600      42.32          0      91.63         11        620  54   106 
  CTOTU46085_raw                             k__Bacteria (UID2495)           2993        143         89      72.58       1.12          0     140608          0          1          1     140608     140608     140608     140608     140608     140608      40.21          0     294.32         11        458  31   111 
  CTOTU46124_circ                            k__Bacteria (UID1452)            924        151        101      76.64          0          0      45948          0          1          1      45948      45948      45948      45948      45948      45948      39.92          0    1340.69         11        686  52    99 
  CTOTU46124_raw                              k__Bacteria (UID203)           5449        102         56      62.12          0          0       6963          0          1          1       6963       6963       6963       6963       6963       6963      41.63          0    3534.88         11        250  31    71 
  CTOTU46281_circ                            k__Bacteria (UID2495)           2993        143         89      80.05       2.25          0     801024          0          1          1     801024     801024     801024     801024     801024     801024      36.18          0         90         11        814  21   121 
  CTOTU46281_raw                             k__Bacteria (UID2495)           2993        143         89      79.86       2.25          0       3388          0          1          1       3388       3388       3388       3388       3388       3388      34.74          0   19960.18         11        756  22   120 
  CTOTU9342_circ                             k__Bacteria (UID1452)            924        151        101      83.66          0          0     999499          0          1          1     999499     999499     999499     999499     999499     999499      43.36          0       92.3         11        886  17   134 
  CTOTU9342_raw                              k__Bacteria (UID1452)            924        151        101      83.66          0          0     999499          0          1          1     999499     999499     999499     999499     999499     999499      43.36          0       92.3         11        886  17   134 
  CTOTU9525_circ                              k__Bacteria (UID203)           5449        104         58      79.86          0          0     734052          0          1          1     734052     734052     734052     734052     734052     734052       33.9          0      93.57         11        709  15    89 
  CTOTU9525_raw                               k__Bacteria (UID203)           5449        104         58      79.86          0          0     734052          0          1          1     734052     734052     734052     734052     734052     734052       33.9          0      93.57         11        709  15    89 
  MarMAG_046572_circ                         k__Bacteria (UID1452)            924        151        101      82.18          0          0    1176500          0          1          1    1176500    1176500    1176500    1176500    1176500    1176500      42.83          0      92.87         11       1143  19   132 
  MarMAG_046572_raw                          k__Bacteria (UID1452)            924        151        101      81.19          0          0      94312          0          1          1      94312      94312      94312      94312      94312      94312      43.19          0     593.81         11        536  20   131 
  MarMAG_046573_circ                         k__Bacteria (UID1452)            924        151        101      82.18          0          0      10766          0          1          1      10766      10766      10766      10766      10766      10766      39.06          0   10171.93         11       1141  19   132 
  MarMAG_046573_raw                          k__Bacteria (UID1452)            924        161        108      78.24       1.35      22.22      49726          0          1          1      49726      49726      49726      49726      49726      49726      42.71          0    1015.32         11        534  26   126 
  MarMAG_046634_circ                         k__Bacteria (UID1453)            901        171        117      62.82       1.71          0    1084644          0          1          1    1084644    1084644    1084644    1084644    1084644    1084644      45.69          0       92.3         11       1088  48   121 
  MarMAG_046634_raw                          k__Bacteria (UID1453)            901        171        117      62.82       1.71          0       1103          0          1          1       1103       1103       1103       1103       1103       1103      23.93          0   90203.81         11       1064  48   121 
  MarMAG_046672_circ                         k__Bacteria (UID2495)           2993        143         89      71.91          0          0      38322          0          1          1      38322      38322      38322      38322      38322      38322      37.68          0     684.91         11        294  29   114 
  MarMAG_046672_raw                          k__Bacteria (UID2982)             88        230        148       43.4          0          0       7312          0          1          1       7312       7312       7312       7312       7312       7312      37.95          0    2779.95         11        210 107   123 
  MarMAG_046740_circ                          k__Bacteria (UID203)           5449        104         58      80.46          0          0     703463          0          1          1     703463     703463     703463     703463     703463     703463      43.41          0      92.31         11        745  13    91 
  MarMAG_046740_raw                           k__Bacteria (UID203)           5449        104         58      80.46          0          0     703463          0          1          1     703463     703463     703463     703463     703463     703463      43.41          0      92.31         11        745  13    91 
  MarMAG_046741_circ                          k__Bacteria (UID203)           5449        104         58      80.46          0          0     712949          0          1          1     712949     712949     712949     712949     712949     712949      43.44          0      92.24         11        756  13    91 
  MarMAG_046741_raw                           k__Bacteria (UID203)           5449        104         58      78.58          0          0      16126          0          1          1      16126      16126      16126      16126      16126      16126      44.54          0    1726.42         11        320  15    89 
  MarMAG_046744_circ                          k__Bacteria (UID203)           5449        104         58      80.46          0          0     719257          0          1          1     719257     719257     719257     719257     719257     719257      43.49          0       92.3         11        761  13    91 
  MarMAG_046744_raw                           k__Bacteria (UID203)           5449        104         58      80.46          0          0      34714          0          1          1      34714      34714      34714      34714      34714      34714      44.28          0    1829.37         11        728  13    91 
  MarMAG_046747_circ                              root (UID1)                5656         56         24          0          76.22          0       1064          0          1          1       1064       1064       1064       1064       1064       1064      47.93          0      61.75         11          2  56    0  
  MarMAG_046747_raw                          k__Bacteria (UID1452)            924        151        101       70.1       0.99          0     352121          0          1          1     352121     352121     352121     352121     352121     352121      43.99          0      102.9         11        388  33   117 
  MarMAG_046830_circ                         k__Bacteria (UID1453)            901        171        117      62.22       0.85          0     965286          0          1          1     965286     965286     965286     965286     965286     965286      46.06          0      88.63         11        962  50   120 
  MarMAG_046830_raw                          k__Bacteria (UID1453)            901        171        117      62.22       0.85          0     965286          0          1          1     965286     965286     965286     965286     965286     965286      46.06          0      88.63         11        962  50   120 
  MarMAG_046839_circ                          k__Bacteria (UID203)           5449        104         58      50.86          0          0     609105          0          1          1     609105     609105     609105     609105     609105     609105      45.86          0      88.93         11        634  44    60 
  MarMAG_046839_raw                           k__Bacteria (UID203)           5449        104         58      50.86          0          0     609105          0          1          1     609105     609105     609105     609105     609105     609105      45.86          0      88.93         11        634  44    60 
  MarMAG_046841_circ                          k__Bacteria (UID203)           5449        104         58      58.91          0          0     712263          0          1          1     712263     712263     712263     712263     712263     712263      45.92          0      87.88         11        714  39    65 
  MarMAG_046841_raw                          k__Bacteria (UID1453)            901        171        117      47.12          0          0     272707          0          1          1     272707     272707     272707     272707     272707     272707      46.31          0     155.13         11        442  81    90 
  MarMAG_046842_circ                          k__Bacteria (UID203)           5449        104         58      58.91          0          0     720371          0          1          1     720371     720371     720371     720371     720371     720371      45.94          0      87.93         11        713  39    65 
  MarMAG_046842_raw                          k__Bacteria (UID1453)            901        171        117      47.12          0          0     272707          0          1          1     272707     272707     272707     272707     272707     272707      46.31          0     155.13         11        442  81    90 
  MarMAG_046843_circ                          k__Bacteria (UID203)           5449        104         58      58.91          0          0     720366          0          1          1     720366     720366     720366     720366     720366     720366      45.93          0      87.91         11        718  39    65 
  MarMAG_046843_raw                       p__Actinobacteria (UID1454)         732        199        116      41.87          0          0      47725          0          1          1      47725      47725      47725      47725      47725      47725      46.27          0     873.74         11        445 107    92 
  MarMAG_046864_circ                         k__Bacteria (UID1453)            901        171        117      85.22       0.85          0     900243          0          1          1     900243     900243     900243     900243     900243     900243      40.41          0      89.74         11        896  50   120 
  MarMAG_046864_raw                           k__Bacteria (UID203)           5449        104         58      84.77          0          0       1013          0          1          1       1013       1013       1013       1013       1013       1013      48.67          0   50904.15         11        572  11    93 
  MarMAG_046865_circ                         k__Bacteria (UID1453)            901        171        117      63.22       0.85          0     895810          0          1          1     895810     895810     895810     895810     895810     895810      40.37          0       89.7         11        896  50   120 
  MarMAG_046865_raw                          k__Bacteria (UID1453)            901        171        117      61.77       0.85          0       1013          0          1          1       1013       1013       1013       1013       1013       1013      48.67          0   50877.49         11        572  53   117 
  MarMAG_046947_circ                         k__Bacteria (UID1453)            901        171        117      64.25          0          0     708178          0          1          1     708178     708178     708178     708178     708178     708178      49.54          0      92.96         11        720  48   123 
  MarMAG_046947_raw                          k__Bacteria (UID1453)            901        171        117      64.25          0          0     708178          0          1          1     708178     708178     708178     708178     708178     708178      49.54          0      92.96         11        720  48   123 
  MarMAG_046948_circ                         k__Bacteria (UID1453)            901        171        117      66.25       0.57        100     715367          0          1          1     715367     715367     715367     715367     715367     715367      49.52          0      92.35         11        727  48   121 
  MarMAG_046948_raw                          k__Bacteria (UID1452)            924        151        101      65.51          0          0     106157          0          1          1     106157     106157     106157     106157     106157     106157      50.09          0     244.29         11        277  41   110 
  MarMAG_102259_circ                         k__Bacteria (UID1453)            901        171        117      67.25          0          0     729624          0          1          1     729624     729624     729624     729624     729624     729624      49.34          0      91.69         11        749  48   123 
  MarMAG_102259_raw                          k__Bacteria (UID1452)            924        161        108      65.74          0          0      94344          0          1          1      94344      94344      94344      94344      94344      94344       50.5          0      621.1         11        645  44   117 
  MarMAG_102261_circ                         k__Bacteria (UID1453)            901        171        117      64.25       0.08        100     729651          0          1          1     729651     729651     729651     729651     729651     729651      49.34          0      91.74         11        751  48   122 
  MarMAG_102261_raw                          k__Bacteria (UID1453)            901        171        117      64.25          0          0     725136          0          1          1     725136     725136     725136     725136     725136     725136      49.36          0      91.73         11        745  48   123 
  MarMAG_103443_circ                         k__Bacteria (UID1453)            901        171        117       68.5       0.85          0     711195          0          1          1     711195     711195     711195     711195     711195     711195      49.83          0      86.66         11        737  49   121 
  MarMAG_103443_raw                          k__Bacteria (UID1453)            901        171        117      64.36       0.85          0       1250          0          1          1       1250       1250       1250       1250       1250       1250      51.52          0   49415.36         11        740  48   122 
  MarMAG_103500_circ                         k__Bacteria (UID1453)            901        171        117      60.94       0.85          0     637653          0          1          1     637653     637653     637653     637653     637653     637653      44.66          0      88.85         11        678  52   118 
  MarMAG_103500_raw                          k__Bacteria (UID1453)            901        171        117      60.94       0.85          0       1067          0          1          1       1067       1067       1067       1067       1067       1067       44.7          0   53557.36         11        696  52   118 
  MarMAG_126411_circ                         k__Bacteria (UID1452)            924        160        109      78.44       0.92          0    1244720          0          1          1    1244720    1244720    1244720    1244720    1244720    1244720      42.52          0      93.75         11       1186  25   134 
  MarMAG_126411_raw                          k__Bacteria (UID1452)            924        160        109      78.26       0.92          0       1752          0          1          1       1752       1752       1752       1752       1752       1752      40.13          0   66596.46         11       1181  26   133 
  MarMAG_126412_circ                         k__Bacteria (UID1452)            924        160        109      78.44       0.92          0    1244720          0          1          1    1244720    1244720    1244720    1244720    1244720    1244720      42.52          0      93.75         11       1186  25   134 
  MarMAG_126412_raw                          k__Bacteria (UID1452)            924        160        109      78.26       0.92          0       5159          0          1          1       5159       5159       5159       5159       5159       5159      36.75          0   22612.81         11       1181  26   133 
  MarMAG_126413_circ                         k__Bacteria (UID1452)            924        160        109      78.44       0.92          0    1244875        100          1          2    1244875     718674    1244875     622387    1244875     718674      42.52          0      93.71         11       1185  25   134 
  MarMAG_126413_raw                          k__Bacteria (UID1452)            924        160        109      78.26       0.92          0       1832          0          1          1       1832       1832       1832       1832       1832       1832      46.94          0    63684.5         11       1180  26   133 
